  province;red;green;blue;x;x
507;44;142;110;507;x
508;103;119;68;508;x
509;209;77;35;Thorstad;x
510;53;146;140;Satakalaam;x
511;48;247;135;511;x
512;156;183;0;Lainlyn;x
513;145;158;25;513;x
514;50;185;43;Totambu;x
515;150;34;141;Hallin's Stand;x
516;141;149;140;Verkarth;x
517;194;43;229;Kozanset;x
518;134;54;69;Tigonus;x
519;224;188;46;519;x
520;124;149;201;Sentinel;x
521;168;102;84;Cybiades;x
522;191;145;29;Myrkwasa;x
523;221;74;49;Pothago;x
524;87;28;225;Chastown;x
525;204;194;125;Abibon-Gora;x
526;230;56;84;526;x
527;239;240;236;Kelps Yat;x
528;222;36;78;Nohotoghra;x
529;124;149;201;Hegathe;x
530;95;113;92;530;x
531;206;187;236;531;x
532;204;152;249;Sunkeep;x
533;132;57;182;533;x
534;16;232;189;Shady Grove;x
535;113;244;161;Rachlane;x
536;80;248;28;Gilane;x
537;46;169;227;Laine;x
538;83;112;45;538;x
539;174;197;90;539;x
540;217;74;239;540;x
541;23;52;201;541;x
542;132;74;186;542;x
543;251;209;219;543;x
544;135;147;30;544;x
545;117;134;227;545;x
546;229;193;169;546;x
547;61;253;92;Abah's Landing;x
548;172;165;209;548;x
549;226;226;149;549;x
550;171;89;73;550;x
551;91;85;103;551;x
552;44;118;240;Bergama;x
553;205;236;157;Dak'fron;x
554;71;140;98;554;x
555;229;75;38;Taneth;x
556;117;225;28;556;x
557;191;29;66;Karrnver Falls;x
558;22;202;139;558;x
559;103;117;151;Roseguard;x
560;146;94;207;560;x
561;100;127;72;Chaseguard;x
562;224;110;89;562;x
563;138;24;44;Rihad;x
564;54;119;109;Santaki;x
565;151;88;7;Abasa;x
566;48;190;107;Riverview;x
567;231;213;34;567;x
568;28;180;99;568;x
569;217;139;82;Kamver;x
570;143;8;34;570;x
571;154;184;215;571;x
572;57;177;65;572;x
573;15;163;172;573;x
574;162;72;227;574;x
575;173;115;118;575;x
576;217;71;142;576;x
577;178;26;32;577;x
578;29;11;70;578;x
579;44;142;110;579;x
580;19;124;104;580;x
581;231;106;16;581;x
582;173;22;198;Cortenhad;x
583;141;114;35;583;x
584;176;175;26;584;x
585;177;72;233;585;x
586;83;177;59;586;x
587;60;220;51;Elinhir;x
588;16;16;163;588;x
589;159;184;205;589;x
590;236;240;0;590;x
591;155;3;14;591;x
592;177;144;223;592;x
593;127;18;110;Stonemoor;x
594;10;249;54;Helkati;x
595;4;145;159;595;x
596;197;123;178;596;x
597;246;240;4;597;x
598;76;5;29;Nokelos;x
599;25;196;121;599;x
600;78;19;5;600;x
601;253;80;188;601;x
602;32;73;95;602;x
603;203;151;41;603;x
604;162;72;227;604;x
605;123;146;139;605;x
606;149;253;158;606;x
607;119;194;103;607;x
608;6;25;111;Cartmont;x
609;221;151;208;Helland;x
610;99;175;76;610;x
611;151;120;217;611;x
612;77;232;65;612;x
613;242;51;117;613;x
614;122;227;108;Vel M'kai;x
615;196;193;12;North Hall;x
616;36;98;171;616;x
617;43;93;119;617;x
618;155;64;159;618;x
619;72;126;114;619;x
620;88;163;217;620;x
621;218;125;130;Riverpoint;x
622;63;30;217;622;x
623;73;114;202;Tarkasus;x
624;181;95;197;624;x
625;239;185;232;Vulnim Gate;x
626;112;139;166;626;x
627;4;4;73;627;x
628;137;80;98;628;x
629;202;12;53;Skaven;x
630;158;201;126;Cliff Keep;x
631;167;118;175;631;x
632;132;184;174;Vulkenu Town;x
633;241;237;203;633;x
634;201;102;209;634;x
635;109;101;185;635;x
636;106;147;72;636;x
637;247;232;83;637;x
638;221;21;144;638;x
639;95;233;41;Belkarth;x
640;208;211;49;640;x
641;171;16;213;641;x
642;219;97;227;642;x
643;107;79;138;Nimbel;x
644;127;188;201;644;x
645;117;172;100;645;x
646;87;75;174;646;x
647;123;7;182;647;x
648;53;124;148;648;x
649;146;104;58;649;x
650;252;240;230;650;x
651;118;241;189;651;x
652;117;152;118;652;x
653;32;199;111;653;x
654;141;21;127;654;x
655;162;46;50;655;x
656;120;58;93;Cilla-Karak;x
657;212;150;41;657;x
658;37;28;89;658;x
659;75;189;126;Last hammerfell;x
660;130;142;3;FIRST CYRODILL;x
661;156;24;80;661;x
662;154;168;177;662;x
663;187;128;173;663;x
664;197;123;21;664;x
665;221;151;158;665;x
666;177;169;153;666;x
667;91;251;114;667;x
668;247;249;210;668;x
669;168;108;229;669;x
670;254;221;12;670;x
671;32;74;207;671;x
672;172;148;151;672;x
673;126;112;244;673;x
674;12;204;118;674;x
675;153;86;211;675;x
676;227;108;164;676;x
677;163;102;235;677;x
678;204;117;79;678;x
679;40;109;52;679;x
680;95;27;93;680;x
681;185;237;121;681;x
682;80;79;192;682;x
683;23;216;194;683;x
684;141;71;116;684;x
685;225;122;0;685;x
686;92;164;58;686;x
687;169;253;70;687;x
688;38;226;134;688;x
689;101;235;244;689;x
690;196;208;90;690;x
691;30;38;219;691;x
692;245;6;47;692;x
693;198;230;97;693;x
694;60;6;254;694;x
695;77;249;208;695;x
696;162;22;122;696;x
697;57;85;214;697;x
698;189;49;182;698;x
699;199;174;33;699;x
700;90;247;252;700;x
701;68;40;8;701;x
702;17;88;58;702;x
703;228;29;126;703;x
704;165;175;116;704;x
705;104;226;135;705;x
706;64;82;55;706;x
707;185;37;38;707;x
708;203;157;51;708;x
709;125;97;31;709;x
710;145;208;95;710;x
711;220;41;14;711;x
712;145;71;250;712;x
713;139;156;170;713;x
714;110;218;132;714;x
715;10;230;170;715;x
716;31;97;74;716;x
717;73;117;27;717;x
718;121;47;153;718;x
719;67;179;213;719;x
720;179;201;169;720;x
721;238;18;237;721;x
722;1;43;181;722;x
723;217;101;188;723;x
724;40;206;131;724;x
725;153;125;169;725;x
726;62;184;200;726;x
727;44;115;152;727;x
728;21;32;137;728;x
729;97;3;211;729;x
730;143;90;240;730;x
731;181;20;220;731;x
732;5;6;115;732;x
733;175;141;221;733;x
734;102;105;92;734;x
735;84;162;96;735;x
736;25;8;143;736;x
737;67;228;21;737;x
738;196;228;47;738;x
739;189;54;83;739;x
740;2;42;179;740;x
741;142;224;76;741;x
742;219;127;129;742;x
743;109;234;88;743;x
744;89;221;200;744;x
745;62;181;106;745;x
746;162;237;139;746;x
747;232;111;194;747;x
748;245;65;126;748;x
749;235;114;172;749;x
750;106;30;69;750;x
751;235;159;26;751;x
752;188;82;34;752;x
753;186;129;185;753;x
754;26;46;12;754;x
755;133;133;158;755;x
756;3;177;78;756;x
757;103;198;169;757;x
758;221;19;170;758;x
759;147;94;132;759;x
760;33;166;215;760;x
761;180;239;130;761;x
762;112;145;192;762;x
763;2;68;151;763;x
764;160;178;159;764;x
765;255;110;63;765;x
766;187;185;255;766;x
767;205;169;212;767;x
768;163;128;3;768;x
769;2;15;140;769;x
770;229;96;29;770;x
771;47;194;130;771;x
772;111;134;143;772;x
773;118;14;122;773;x
774;106;234;160;774;x
775;132;27;171;775;x
776;64;105;81;776;x
777;143;101;164;777;x
778;252;188;168;778;x
779;98;38;112;779;x
780;223;78;91;780;x
781;185;209;130;781;x
782;111;180;138;782;x
783;160;17;61;783;x
784;246;50;9;784;x
785;187;152;188;785;x
786;223;110;16;786;x
787;182;166;204;787;x
788;137;142;38;788;x
789;36;224;72;789;x
790;206;192;24;790;x
791;124;213;212;791;x
792;255;35;0;792;x
793;37;63;71;793;x
794;92;42;171;794;x
795;238;244;212;795;x
796;19;68;29;796;x
797;237;235;183;797;x
798;189;201;222;798;x
799;176;124;181;799;x
800;52;114;159;800;x
801;245;131;41;801;x
802;165;231;16;802;x
803;242;102;192;803;x
804;32;209;194;804;x
805;100;240;167;805;x
806;248;46;92;806;x
807;72;237;245;807;x
808;202;163;68;808;x
809;152;221;72;809;x
810;111;104;74;810;x
811;69;185;83;811;x
812;37;149;213;812;x
813;64;190;116;813;x
814;100;161;69;Fatback;x
815;245;133;19;Arcane University;x
816;249;99;228;Waterfront District;x
817;70;151;111;Arboretum;x
818;116;194;94;White Gold Tower;x
819;49;68;109;Imperial Sewersy;x
820;111;31;83;Arena District;x
821;252;24;73;Market District;x
822;38;163;32;Garden District;x
823;196;11;67;Rumare Gatehouse;x
824;37;131;99;Dzonot;x
825;199;90;34;825;x
826;48;53;79;826;x
827;3;80;186;827;x
828;12;202;177;828;x
829;48;85;181;829;x
830;177;98;164;830;x
831;32;183;79;831;x
832;159;206;152;832;x
833;240;94;59;833;x
834;250;167;174;834;x
835;243;15;171;835;x
836;20;162;112;836;x
837;67;154;236;837;x
838;86;248;160;838;x
839;103;224;228;839;x
840;135;40;234;840;x
841;23;9;87;841;x
842;110;148;33;842;x
843;234;23;25;843;x
844;29;2;162;844;x
845;172;87;24;845;x
846;101;26;30;846;x
847;103;41;188;847;x
848;108;16;106;848;x
849;246;143;190;849;x
850;148;122;197;850;x
851;30;76;176;851;x
852;35;197;129;852;x
853;111;178;152;853;x
854;231;74;24;854;x
855;152;120;109;855;x
856;173;95;122;856;x
857;231;216;132;857;x
858;193;233;191;858;x
859;212;208;104;859;x
860;128;245;122;860;x
861;93;195;21;861;x
862;0;237;45;862;x
863;135;77;167;863;x
864;243;82;205;864;x
865;217;161;13;865;x
866;103;204;94;866;x
867;35;73;17;867;x
868;241;76;131;868;x
869;77;208;148;869;x
870;180;112;162;870;x
871;221;49;220;871;x
872;127;72;132;872;x
873;27;30;4;873;x
874;216;10;137;874;x
875;140;111;29;875;x
876;171;136;71;876;x
877;251;117;3;877;x
878;157;108;138;878;x
879;12;166;197;879;x
880;24;126;73;880;x
881;80;95;217;881;x
882;217;233;25;882;x
883;187;236;218;883;x
884;157;122;227;884;x
885;100;130;158;885;x
886;82;28;228;886;x
887;246;104;143;887;x
888;55;72;93;888;x
889;11;225;98;889;x
890;170;133;247;890;x
891;124;101;116;891;x
892;77;100;38;892;x
893;47;247;173;893;x
894;6;188;193;894;x
895;100;254;239;895;x
896;232;197;35;896;x
897;252;121;10;897;x
898;64;57;10;898;x
899;170;241;195;899;x
900;222;247;91;900;x
901;57;221;255;901;x
902;75;55;141;902;x
903;61;105;230;903;x
904;53;141;151;904;x
905;168;116;89;905;x
906;252;178;171;906;x
907;4;144;169;907;x
908;252;196;168;908;x
909;28;229;6;909;x
910;137;79;238;910;x
911;184;135;155;911;x
912;96;204;105;912;x
913;131;67;46;913;x
914;245;38;18;914;x
915;76;77;136;915;x
916;54;38;107;916;x
917;98;4;208;917;x
918;12;72;32;918;x
919;4;144;169;919;x
920;10;125;152;920;x
921;215;14;148;921;x
922;29;38;223;922;x
923;140;113;52;923;x
924;253;136;64;924;x
925;124;32;244;925;x
926;254;166;127;926;x
927;13;34;87;927;x
928;102;153;179;928;x
929;185;2;147;929;x
930;180;83;172;930;x
931;8;137;187;931;x
932;25;37;128;932;x
933;61;128;187;933;x
934;103;190;51;934;x
935;204;135;76;935;x
936;229;39;92;936;x
937;171;240;6;937;x
938;195;95;112;938;x
939;246;89;164;939;x
940;9;149;178;940;x
941;129;69;12;941;x
942;238;173;25;942;x
943;173;234;43;943;x
944;39;171;168;944;x
945;103;141;84;945;x
946;37;181;63;946;x
947;9;172;194;947;x
948;109;99;146;948;x
949;121;209;142;949;x
950;182;190;135;950;x
951;109;109;189;951;x
952;0;144;84;952;x
953;72;79;162;953;x
954;177;247;138;954;x
955;69;4;251;955;x
956;116;42;254;956;x
957;183;220;112;957;x
958;29;75;78;958;x
959;142;80;117;959;x
960;205;91;132;960;x
961;65;62;225;961;x
962;35;142;9;962;x
963;142;78;144;LAST CYRODIIL;x
964;18;36;126;First aloinor;x
965;89;32;175;Errinome Isle first allinor;x
966;241;193;134;Skywatch;x
967;48;67;11;967;x
968;34;241;132;968;x
969;166;66;108;969;x
970;19;252;99;970;x
971;217;173;69;Shattered Grove;x
972;6;293;137;972;x
973;251;10;64;973;x
974;134;202;230;Mathiisen;x
975;176;26;252;Phaer;x
976;112;36;72;976;x
977;84;93;173;977;x
978;113;181;169;Potansa;x
979;191;174;229;979;x
980;148;114;164;Silsailen;x
981;73;215;182;981;x
982;201;229;195;East Shore Islet;x
983;123;97;104;983;x
984;171;81;3;Vulkhel Guard;x
985;253;31;80;985;x
986;170;96;146;986;x
987;90;167;132;987;x
988;196;43;92;Gilsailen;x
989;122;210;122;989;x
990;22;88;32;?;x
991;21;4;173;?;x
992;238;75;0;?;x
993;218;244;239;?;x
994;175;196;102;?;x
995;241;31;32;?;x
996;212;60;54;?;x
997;40;112;176;?;x
998;154;226;69;?;x
999;151;106;79;?;x
1000;13;97;27;Buraniim Isle;x
1001;138;233;250;1001;x
1002;70;91;8;1002;x
1003;148;17;70;1003;x
1004;101;68;220;1004;x
1005;8;203;169;Almarchet;x
1006;41;155;105;1006;x
1007;23;18;74;1007;x
1008;5;225;162;1008;x
1009;44;78;231;1009;x
1010;162;113;81;1010;x
1011;193;233;61;1011;x
1012;176;64;188;Dawnbreak;x
1013;115;125;78;Nelanya;x
1014;7;135;57;1014;x
1015;132;98;238;1015;x
1016;52;143;231;1016;x
1017;255;175;252;Firsthold;x
1018;147;139;77;1018;x
1019;24;235;40;1019;x
1020;30;229;250;1020;x
1021;179;111;48;Greenwater Cove;x
1022;144;100;189;Camdia;x
1023;227;139;157;Old Hall;x
1024;186;26;0;Belotte;x
1025;28;99;254;Krandar Watch;x
1026;4;20;225;Springbreeze;x
1027;101;201;218;1027;x
1028;7;184;185;1028;x
1029;183;128;198;1029;x
1030;164;202;210;Belport Run;x
1031;123;121;112;1031;x
1032;196;70;144;Kingshaven;x
1033;29;142;221;1033;x
1034;4;181;177;Crystal-Like-Law;x
1035;8;200;7;Graddun Spring;x
1036;21;199;87;Congrad Wastes;x
1037;161;102;204;Gradden;x
1038;177;213;76;1038;x
1039;162;176;132;Malabria;x
1040;55;114;206;1040;x
1041;254;77;192;1041;x
1042;243;218;241;Lillandril;x
1043;32;162;180;1043;x
1044;65;131;247;Arata;x
1045;34;149;12;Karnahrn;x
1046;104;58;233;Ebon Stadmont;x
1047;143;119;195;1047;x
1048;154;43;119;Sarulas;x
1049;18;82;222;Pastelin;x
1050;30;152;188;1050;x
1051;204;14;54;Slaughter;x
1052;210;43;8;Sunhold;x
1053;215;0;75;1053;x
1054;224;26;13;Cunelyi;x
1055;142;98;136;Terim;x
1056;125;94;251;1056;x
1057;138;102;143;Holly Falls;x
1058;19;44;6;Holifal;x
1059;106;49;172;Shimmerene;x
1060;33;168;123;Ebonsamon;x
1061;38;140;46;1061;x
1062;147;139;77;Cloudrest;x
1063;224;39;15;1063;x
1064;32;24;61;1064;x
1065;250;21;73;Riverfeld;x
1066;237;63;225;1066;x
