  province;red;green;blue;x;x
504;72;144;255;Thatta;x
505;200;146;0;Sehwan;x
506;72;148;64;Multan;x
507;200;150;128;Lahore;x
508;72;152;192;Kashmir;x
509;200;154;255;Kangra;x
510;72;156;0;Sirhind;x
511;201;158;64;Garhwal;x
512;73;32;128;Jangladesh;x
513;201;34;192;Jaisalmer;x
514;73;36;255;Marwar;x
515;201;38;0;Girnar;x
516;73;40;64;Baroda;x
517;201;42;128;Surat;x
518;74;44;192;Chittorgarh;x
519;202;46;255;Dundhar;x
520;74;48;0;Mewat;x
521;202;50;64;Rajkot;x
522;74;52;128;Delhi;x
523;202;54;192;Oudh;x
524;74;56;255;Central Doab;x
525;203;58;0;Gird;x
526;75;60;64;Mandu;x
527;203;62;128;Khandesh;x
528;75;64;192;Hadoti;x
529;203;66;255;North Konkan;x
530;75;68;0;South Konkan;x
531;203;70;64;North Kanara;x
532;76;72;128;Raichur Doab;x
533;204;74;192;Mysore;x
534;76;76;255;Malabar;x
535;204;78;0;Kochin;x
536;76;80;64;Madurai;x
537;204;82;128;Venad;x
538;76;84;192;Kongu;x
539;205;86;255;Tondainadu;x
540;77;88;0;Coromandel;x
541;205;90;64;Vijayanagar;x
542;77;92;128;Golconda;x
543;205;94;192;Velanadu;x
544;77;96;255;Ahmadnagar;x
545;205;98;0;Marathwada;x
546;78;100;64;East Berar;x
547;206;102;128;Bastar;x
548;78;104;192;West Berar;x
549;206;106;255;Kalingandhra;x
550;78;108;0;Mahakoshal;x
551;206;110;64;Mandla;x
552;78;112;128;Cuttack;x
553;207;114;192;Sambalpur;x
554;79;116;255;Baisi Rayja;x
555;207;118;0;Jaunpur;x
556;79;120;64;Lower Doab;x
557;207;122;128;Katmandu;x
558;79;124;192;Patna;x
559;207;126;255;Bundelkhand;x
560;80;128;0;Jharkand;x
561;208;130;64;Bengal Delta;x
562;80;132;128;Koch;x
563;208;134;192;Gauda;x
564;80;136;255;Dacca;x
565;208;138;0;Bhutan;x
566;80;140;64;Assam;x
567;209;142;128;Sylhet;x
568;81;144;192;Chittagong;x
569;209;146;255;Bijapur;x
570;81;148;0;Naga;x
571;209;150;64;Darrang;x
572;81;152;128;Kotte;x
573;209;154;192;Kachar;x
574;82;156;255;The Andamans;x
575;210;158;0;Eastern Makran;x
576;82;32;64;Indus;x
577;210;34;128;Quetta;x
578;82;36;192;Khyber;x
579;210;38;255;Arakan;x
580;82;40;0;Chin;x
581;211;42;64;Sagaing;x
582;83;44;128;Kachin;x
583;211;46;192;Hsenwi;x
584;83;48;255;Kyuakse;x
585;211;50;0;Toungoo;x
586;83;52;64;Pegu;x
587;211;54;128;Keng Tung;x
588;84;56;192;Mongnai;x
589;212;58;255;Chiang Mai;x
590;84;60;0;Moulmein;x
591;212;62;64;Tenasserim;x
592;84;64;128;Ratchaburi;x
593;212;66;192;Ligore;x
594;84;68;255;Pattani;x
595;213;70;0;Perak;x
596;85;72;64;Malacca;x
597;213;74;128;Johor;x
598;85;76;192;Pahang;x
599;213;78;255;Kelantan;x
600;85;80;0;Ayutthaya;x
601;213;82;64;Sukthothai;x
602;86;84;128;Chian Rai;x
603;214;86;192;Rayong;x
604;86;88;255;Udong;x
605;214;90;0;Prei Nokoi;x
606;86;92;64;Panduranga;x
607;214;94;128;Vijaya;x
608;86;96;192;Champassak;x
609;215;98;255;Siem Reap;x
610;87;100;0;Binh Tri Thien;x
611;215;102;64;Thakhek;x
612;87;104;128;Khorat;x
613;215;106;192;Thang Long;x
614;87;108;255;Vientiane;x
615;215;110;0;Luang Prabang;x
616;88;112;64;Viet Bac;x
617;216;114;128;Aceh;x
618;88;116;192;Aru;x
619;216;118;255;Minangkabau;x
620;88;120;0;Siak;x
621;216;122;64;Benkulen;x
622;88;124;128;Palembang;x
623;217;126;192;Lampung;x
624;89;128;255;Banten;x
625;217;130;0;Priangan;x
626;89;132;64;Mataram;x
627;217;134;128;Blambangan;x
628;89;136;192;Surabaya;x
629;217;138;255;Demak;x
630;90;140;0;Sunda;x
631;218;142;64;Bali-Lombok;x
632;90;144;128;Sumbawa;x
633;218;146;192;Flores;x
634;90;148;255;Sumba;x
635;218;150;0;Timor;x
636;90;152;64;Brunei;x
637;219;154;128;Sabah;x
638;91;156;192;Kutei;x
639;219;158;255;Banjarmasin;x
640;91;32;0;Sukadane;x
641;219;34;64;Makassar;x
642;91;36;128;Bone;x
643;219;38;192;Pose;x
644;92;40;255;Menade;x
645;220;42;0;Buru;x
646;92;44;64;Ambom;x
647;220;46;128;Ceram;x
648;92;48;192;Halmahera;x
649;220;50;255;Ternate;x
650;92;52;0;Tidore;x
651;221;54;64;Sulu;x
652;93;56;128;Maguindanae;x
653;221;58;192;Tagoloan;x
654;93;60;255;Samar;x
655;221;62;0;Palawan;x
656;93;64;64;Manila;x
657;221;66;128;Samtoy;x
658;94;68;192;Cagayan;x
659;222;70;255;Riau;x
660;130;142;3;FIRST CYRODILL;x
661;156;24;80;661;x
662;154;168;177;662;x
663;187;128;173;663;x
664;197;123;21;664;x
665;221;151;158;665;x
666;177;169;153;666;x
667;91;251;114;667;x
668;247;249;210;668;x
669;168;108;229;669;x
670;254;221;12;670;x
671;32;74;207;671;x
672;172;148;151;672;x
673;126;112;244;673;x
674;12;204;118;674;x
675;153;86;211;675;x
676;227;108;164;676;x
677;163;102;235;677;x
678;204;117;79;678;x
679;40;109;52;679;x
680;95;27;93;680;x
681;185;237;121;681;x
682;80;79;192;682;x
683;23;216;194;683;x
684;141;71;116;684;x
685;225;122;0;685;x
686;92;164;58;686;x
687;169;253;70;687;x
688;38;226;134;688;x
689;101;235;244;689;x
690;196;208;90;690;x
691;30;38;219;691;x
692;245;6;47;692;x
693;198;230;97;693;x
694;60;6;254;694;x
695;77;249;208;695;x
696;162;22;122;696;x
697;57;85;214;697;x
698;189;49;182;698;x
699;199;174;33;699;x
700;90;247;252;700;x
701;68;40;8;701;x
702;17;88;58;702;x
703;228;29;126;703;x
704;165;175;116;704;x
705;104;226;135;705;x
706;64;82;55;706;x
707;185;37;38;707;x
708;203;157;51;708;x
709;125;97;31;709;x
710;145;208;95;710;x
711;220;41;14;711;x
712;145;71;250;712;x
713;139;156;170;713;x
714;110;218;132;714;x
715;10;230;170;715;x
716;31;97;74;716;x
717;73;117;27;717;x
718;121;47;153;718;x
719;67;179;213;719;x
720;179;201;169;720;x
721;238;18;237;721;x
722;139;156;170;722;x
723;217;101;188;723;x
724;40;206;131;724;x
725;153;125;169;725;x
726;62;184;200;726;x
727;44;115;152;727;x
728;21;32;137;728;x
729;97;3;211;729;x
730;143;90;240;730;x
731;181;20;220;731;x
732;5;6;115;732;x
733;175;141;221;733;x
734;102;105;92;734;x
735;84;162;96;735;x
736;25;8;143;736;x
737;67;228;21;737;x
738;196;228;47;738;x
739;189;54;83;739;x
740;2;42;179;740;x
741;142;224;76;741;x
742;219;127;129;742;x
743;109;234;88;743;x
744;89;221;200;744;x
745;62;181;106;745;x
746;162;237;139;746;x
747;232;111;194;747;x
748;245;65;126;748;x
749;235;114;172;749;x
750;106;30;69;750;x
751;235;159;26;751;x
752;188;82;34;752;x
753;186;129;185;753;x
754;26;46;12;754;x
755;133;133;158;755;x
756;3;177;78;756;x
757;103;198;169;757;x
758;221;19;170;758;x
759;147;94;132;759;x
760;33;166;215;760;x
761;180;239;130;761;x
762;112;145;192;762;x
763;2;68;151;763;x
764;160;178;159;764;x
765;255;110;63;765;x
766;187;185;255;766;x
767;205;169;212;767;x
768;163;128;3;768;x
769;2;15;140;769;x
770;229;96;29;770;x
771;47;194;130;771;x
772;111;134;143;772;x
773;118;14;122;773;x
774;106;234;160;774;x
775;132;27;171;775;x
776;64;105;81;776;x
777;143;101;164;777;x
778;252;188;168;778;x
779;98;38;112;779;x
780;223;78;91;780;x
781;185;209;130;781;x
782;111;180;138;782;x
783;160;17;61;783;x
784;246;50;9;784;x
785;187;152;188;785;x
786;223;110;16;786;x
787;182;166;204;787;x
788;137;142;38;788;x
789;36;224;72;789;x
790;206;192;24;790;x
791;124;213;212;791;x
792;255;35;0;792;x
793;37;63;71;793;x
794;92;42;171;794;x
795;238;244;212;795;x
796;19;68;29;796;x
797;237;235;183;797;x
798;189;201;222;798;x
799;176;124;181;799;x
800;52;114;159;800;x
801;245;131;41;801;x
802;165;231;16;802;x
803;242;102;192;803;x
804;32;209;194;804;x
805;100;240;167;805;x
806;248;46;92;806;x
807;72;237;245;807;x
808;202;163;68;808;x
809;152;221;72;809;x
810;111;104;74;810;x
811;69;185;83;811;x
812;37;149;213;812;x
813;64;190;116;813;x
814;100;161;69;814;x
815;245;133;19;815;x
816;249;99;228;816;x
817;70;151;111;817;x
818;116;194;94;818;x
819;49;68;109;819;x
820;111;31;83;820;x
821;252;24;73;821;x
822;38;163;32;822;x
823;196;11;67;823;x
824;37;131;99;824;x
825;199;90;34;825;x
826;48;53;79;826;x
827;3;80;186;827;x
828;12;202;177;828;x
829;48;85;181;829;x
830;177;98;164;830;x
831;32;183;79;831;x
832;159;206;152;832;x
833;240;94;59;833;x
834;250;167;174;834;x
835;243;15;171;835;x
836;20;162;112;836;x
837;67;154;236;837;x
838;86;248;160;838;x
839;103;224;228;839;x
840;135;40;234;840;x
841;23;9;87;841;x
842;110;148;33;842;x
843;234;23;25;843;x
844;29;2;162;844;x
845;172;87;24;845;x
846;101;26;30;846;x
847;103;41;188;847;x
848;108;16;106;848;x
849;246;143;190;849;x
850;148;122;197;850;x
851;30;76;176;851;x
852;35;197;129;852;x
853;111;178;152;853;x
854;231;74;24;854;x
855;152;120;109;855;x
856;173;95;122;856;x
857;231;216;132;857;x
858;193;233;191;858;x
859;212;208;104;859;x
860;128;245;122;860;x
861;93;195;21;861;x
862;0;237;45;862;x
863;135;77;167;863;x
864;243;82;205;864;x
865;217;161;13;865;x
866;103;204;94;866;x
867;35;73;17;867;x
868;241;76;131;868;x
869;77;208;148;869;x
870;180;112;162;870;x
871;221;49;220;871;x
872;127;72;132;872;x
873;27;30;4;873;x
874;216;10;137;874;x
875;140;111;29;875;x
876;171;136;71;876;x
877;251;117;3;877;x
878;157;108;138;878;x
879;12;166;197;879;x
880;24;126;73;880;x
881;80;95;217;881;x
882;217;233;25;882;x
883;187;236;218;883;x
884;157;122;227;884;x
885;100;130;158;885;x
886;82;28;228;886;x
887;246;104;143;887;x
888;55;72;93;888;x
889;11;225;98;889;x
890;170;133;247;890;x
891;124;101;116;891;x
892;77;100;38;892;x
893;47;247;173;893;x
894;6;188;193;894;x
895;100;254;239;895;x
896;232;197;35;896;x
897;252;121;10;897;x
898;64;57;10;898;x
899;170;241;195;899;x
900;222;247;91;900;x
901;57;221;255;901;x
902;75;55;141;902;x
903;61;105;230;903;x
904;53;141;151;904;x
905;168;116;89;905;x
906;252;178;171;906;x
907;4;144;169;907;x
908;252;196;168;908;x
909;28;229;6;909;x
910;137;79;238;910;x
911;184;135;155;911;x
912;96;204;105;912;x
913;131;67;46;913;x
914;245;38;18;914;x
915;76;77;136;915;x
916;54;38;107;916;x
917;98;4;208;917;x
918;12;72;32;918;x
919;4;144;169;919;x
920;10;125;152;920;x
921;215;14;148;921;x
922;29;38;223;922;x
923;140;113;52;923;x
924;253;136;64;924;x
925;124;32;244;925;x
926;254;166;127;926;x
927;13;34;87;927;x
928;102;153;179;928;x
929;185;2;147;929;x
930;180;83;172;930;x
931;8;137;187;931;x
932;25;37;128;932;x
933;61;128;187;933;x
934;103;190;51;934;x
935;204;135;76;935;x
936;229;39;92;936;x
937;171;240;6;937;x
938;195;95;112;938;x
939;246;89;164;939;x
940;9;149;178;940;x
941;129;69;12;941;x
942;238;173;25;942;x
943;173;234;43;943;x
944;39;171;168;944;x
945;103;141;84;945;x
946;37;181;63;946;x
947;9;172;194;947;x
948;109;99;146;948;x
949;121;209;142;949;x
950;182;190;135;950;x
951;109;109;189;951;x
952;0;144;84;952;x
953;72;79;162;953;x
954;177;247;138;954;x
955;69;4;251;955;x
956;116;42;254;956;x
957;183;220;112;957;x
958;29;75;78;958;x
959;142;80;117;959;x
960;205;91;132;960;x
961;65;62;225;961;x
962;35;142;9;962;x
963;142;78;144;LAST CYRODIIL;x
964;18;36;126;964;x
965;146;38;173;965;x
966;18;40;32;966;x
967;147;42;79;967;x
968;19;44;126;968;x
969;147;46;173;969;x
970;19;48;32;970;x
971;147;50;79;Abnaki;x
972;19;52;126;Nootka;x
973;147;54;173;Squamish;x
974;20;56;32;Kwakiutl;x
975;148;58;79;Tsimshian;x
976;20;60;126;Tlingit;x
977;148;62;173;Yakutat;x
978;20;64;32;Kenai;x
979;148;66;79;Aleut;x
980;20;68;126;Beothuk;x
981;149;70;173;Taqamkuk;x
982;21;72;32;Unamakik;x
983;149;74;79;Epekwitk;x
984;21;76;126;Acadia;x
985;149;78;173;Micmac;x
986;21;80;32;Kespek;x
987;149;82;79;Niagara;x
988;22;84;126;Huron;x
989;150;86;173;Ontario;x
990;22;88;32;Kwedech;x
991;21;4;173;Solitude;x
992;238;75;0;skyrim;x
993;218;244;239;skyrim;x
994;175;196;102;black marsh;x
995;241;31;32;black marsh;x
996;212;60;54;black marsh;x
997;40;112;176;black marsh;x
998;154;226;69;black marsh;x
999;151;106;79;Nunavik;x
1000;23;108;126;Cree;x
1001;151;110;173;Sault;x
1002;24;112;32;Abitbi;x
1003;152;114;79;Moose Cree;x
1004;24;116;126;Attawapiskat;x
1005;152;118;173;Swampy Cree;x
1006;24;120;32;Chipewyan;x
1007;152;122;79;Ojibwa;x
1008;24;124;126;Winnipeg;x
1009;153;126;173;Atikaki;x
1010;25;128;32;Manitoba;x
1011;153;130;79;Woods Cree;x
1012;25;132;126;Satsuma;x
1013;233;94;0;Cheongju;x
1014;25;136;32;Bungo;x
1015;153;138;79;Okinawa;x
1016;26;140;126;Nghe An;x
1017;154;142;173;Suo;x
1018;26;144;32;Izumo;x
1019;154;146;79;Harima;x
1020;26;148;126;Kyoto;x
1021;154;150;173;Settsu;x
1022;26;152;32;Amaravati;x
1023;155;154;79;Echizen;x
1024;27;156;126;Echigo;x
1025;155;158;173;Dewa;x
1026;27;32;32;Mutsu;x
1027;155;34;79;Hitachi;x
1028;27;36;126;Musashi;x
1029;155;38;173;Kai;x
1030;28;40;32;Owari;x
1031;156;42;79;Kamikawa;x
1032;28;44;126;Kurils;x
1033;156;46;173;Sakhalin;x
1034;28;48;32;Kamchatka;x
1035;156;50;79;Penchisky;x
1036;28;52;126;Podzhiversk;x
1037;157;54;173;Nizhe-Kolymsk;x
1038;29;56;32;Anadyrsk;x
1039;157;58;79;Verkhoyansk;x
