province;red;green;blue;x;x
1237;85;154;216;;x
1238;171;195;110;;x
1239;138;253;238;;x
1240;124;139;190;Khael;x
1241;15;110;12;;x
1242;75;103;250;Cato Ydur;x
1243;174;35;192;;x
1244;176;224;230;Etho Sul;x
1245;41;132;137;;x
1246;132;8;102;;x
1247;98;178;92;;x
